ID,Metric Name,Definition,Footnote,Calculation,Usage Guidance,Primary Impact Category,Cross-Category,Impact Category & Theme,Agriculture,Smallholder Agriculture,Sustainable Agriculture,Food Security,Air,Clean Air,Biodiversity and Ecosystems,Biodiversity and Ecosystem Conservation,Climate,Climate Change Mitigation,Climate Resilience and Adaptation,Diversity and Inclusion,Gender Lens,Racial Equity,Education,Access to Quality Education,Employment,Quality Jobs,Energy,Energy Access,Clean Energy,Energy Efficiency,Financial Services,Financial Inclusion,Health,Access to Quality Healthcare,Nutrition,Infrastructure,Resilient Infrastructure,Land,Natural Resources Conservation,Sustainable Land Management,Sustainable Forestry,Oceans and Coastal Zones,Marine Resources Conservation & Management,Pollution,Pollution Prevention,Real Estate,Affordable Quality Housing,Green Buildings,Waste,Waste Management,Water,"Water, Sanitation and Hygiene (WASH)",Sustainable Water Management,Social and/or Environmental Focus,Environmental,Social,Section,Subsection,Citation,Metric Type,Related Metrics,Metric Level,Metric Quantity Type,Reporting Format,SDGs,SDG 1: No Poverty,SDG Target 1.1.,SDG Target 1.2.,SDG Target 1.3.,SDG Target 1.4.,SDG Target 1.5.,SDG Target 1.a.,SDG Target 1.b.,SDG 2: Zero Hunger,SDG Target 2.1.,SDG Target 2.2.,SDG Target 2.3.,SDG Target 2.4.,SDG Target 2.5.,SDG Target 2.a.,SDG Target 2.b.,SDG Target 2.c.,SDG 3: Good Health and Well-being,SDG Target 3.1.,SDG Target 3.2.,SDG Target 3.3.,SDG Target 3.4.,SDG Target 3.5.,SDG Target 3.6.,SDG Target 3.7.,SDG Target 3.8.,SDG Target 3.9.,SDG Target 3.a.,SDG Target 3.b.,SDG Target 3.c.,SDG Target 3.d.,SDG 4: Quality Education,SDG Target 4.1.,SDG Target 4.2.,SDG Target 4.3.,SDG Target 4.4.,SDG Target 4.5.,SDG Target 4.6.,SDG Target 4.7.,SDG Target 4.a.,SDG Target 4.b.,SDG Target 4.c.,SDG 5: Gender Equality,SDG Target 5.1.,SDG Target 5.2.,SDG Target 5.3.,SDG Target 5.4.,SDG Target 5.5.,SDG Target 5.6.,SDG Target 5.a.,SDG Target 5.b.,SDG Target 5.c.,SDG 6: Clean Water and Sanitation,SDG Target 6.1.,SDG Target 6.2.,SDG Target 6.3.,SDG Target 6.4.,SDG Target 6.5.,SDG Target 6.6.,SDG Target 6.a.,SDG Target 6.b.,SDG 7: Affordable and Clean Energy,SDG Target 7.1.,SDG Target 7.2.,SDG Target 7.3.,SDG Target 7.a.,SDG Target 7.b.,SDG 8: Decent Work and Economic Growth,SDG Target 8.1.,SDG Target 8.2.,SDG Target 8.3.,SDG Target 8.4.,SDG Target 8.5.,SDG Target 8.6.,SDG Target 8.7.,SDG Target 8.8.,SDG Target 8.9.,SDG Target 8.10,SDG Target 8.a.,SDG Target 8.b.,"SDG 9: Industry, Innovation and Infrastructure",SDG Target 9.1.,SDG Target 9.2.,SDG Target 9.3.,SDG Target 9.4.,SDG Target 9.5.,SDG Target 9.a.,SDG Target 9.b.,SDG Target 9.c.,SDG 10: Reduced Inequalities,SDG Target 10.1.,SDG Target 10.2.,SDG Target 10.3.,SDG Target 10.4.,SDG Target 10.5.,SDG Target 10.6.,SDG Target 10.7.,SDG Target 10.a.,SDG Target 10.b.,SDG Target 10.c.,SDG 11: Sustainable Cities and Communities,SDG Target 11.1.,SDG Target 11.2.,SDG Target 11.3.,SDG Target 11.4.,SDG Target 11.5.,SDG Target 11.6.,SDG Target 11.7.,SDG Target 11.a.,SDG Target 11.b.,SDG Target 11.c.,SDG 12: Responsible Consumption and Production,SDG Target 12.1.,SDG Target 12.2.,SDG Target 12.3.,SDG Target 12.4.,SDG Target 12.5.,SDG Target 12.6.,SDG Target 12.7.,SDG Target 12.8.,SDG Target 12.a.,SDG Target 12.b.,SDG Target 12.c.,SDG 13: Climate Action,SDG Target 13.1.,SDG Target 13.2.,SDG Target 13.3.,SDG Target 13.a.,SDG Target 13.b.,SDG 14: Life Below Water,SDG Target 14.1.,SDG Target 14.2.,SDG Target 14.3.,SDG Target 14.4.,SDG Target 14.5.,SDG Target 14.6.,SDG Target 14.7.,SDG Target 14.a.,SDG Target 14.b.,SDG Target 14.c.,SDG 15: Life on Land,SDG Target 15.1.,SDG Target 15.2.,SDG Target 15.3.,SDG Target 15.4.,SDG Target 15.5.,SDG Target 15.6.,SDG Target 15.7.,SDG Target 15.8.,SDG Target 15.9.,SDG Target 15.a.,SDG Target 15.b.,SDG Target 15.c.,"SDG 16: Peace, Justice and Institutions",SDG Target 16.1.,SDG Target 16.2.,SDG Target 16.3.,SDG Target 16.4.,SDG Target 16.5.,SDG Target 16.6.,SDG Target 16.7.,SDG Target 16.8.,SDG Target 16.9.,SDG Target 16.10.,SDG Target 16.a.,SDG Target 16.b.,SDG 17: Partnerships for the Goals,Dimensions of Impact,What,Who,How Much Scale,How Much Depth,How Much Duration,Contribution Depth,Contribution Duration,Risk,JII Impact Indicators,JII Gender,JII Jobs,JII Climate,Aligned JII Indicators,JII Guidance,Stakeholders,Clients,Distributors,Employees,Environment,Suppliers,Operational Impact,Environmental Policies & Performance,Social Policies & Performance,Governance & Ownership,Investment Lens,Gender,Geographic Setting,Minority and Disabled,Poverty Level,Small-and-Medium Enterprises,Financials,Balance Sheet,Cash Flow,Income Statement,Other Financial,IRIS Reports,Reporting Info,Organization Info,Discontinued Metrics
PI9654,Earnings of Distributor Individuals: Historically Marginalized,Earnings of individuals who belong to groups historically marginalized due to race and/or ethnicity as a result of selling the organization’s products/services during the reporting period.,"Organizations should footnote all assumptions used, including their categorization of historically marginalized groups.",,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual distributors who belong to a group historically marginalized due to race and/or ethnicity, a measure of how organizations support the livelihoods of individuals in those groups through their distribution chains.

The categorization of historically marginalized groups varies with location and context. With no internationally agreed-upon definition as to which groups constitute historically marginalized due to race and/or ethnicity, if well-established local policies exist (as in South Africa, with the Broad Based Black Economic Empowerment [BBBEE] definition of historically marginalized, or in India, based on backward caste), organizations should refer to these local guidelines to identify groups historically marginalized due to race and/or ethnicity. Otherwise, and wherever appropriate, organizations should provide additional detail regarding their tailored methodology for defining these groups.",Cross-Category,X,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Minorities/Previously Excluded (PI9654). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,
PI2594,Earnings of Distributor Individuals: Low Income,Earnings of low-income individual distributors as a result of selling the organization’s products/services during the reporting period.,"Organizations should footnote all assumptions used, including details on the assessment tools used to identify low-income distributors. See usage guidance for further information.",,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual low-income distributors, a measure of how organizations support the livelihoods of low-income individuals through their distribution chains.

The population classified as low income includes all those who fall below a fixed threshold, which includes those classified as poor or very poor. Because assessing the poverty level of distributors is complex, organizations will likely use specific assessment tools to accurately report on this metric. See the glossary definition for additional information on commonly used tools to help determine the absolute poverty level of individuals and households.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Low Income (PI2594). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,
PI4341,Earnings of Distributor Individuals: People with Disabilities,Earnings of individual distributors with disabilities as a result of selling the organization’s products/services during the reporting period.,"Organizations should footnote all assumptions used, as well as any specific focus on stakeholders with particular disabilities.",,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual distributors with disabilities, a measure of how organizations support the livelihoods of individuals with disabilities through their distribution chains.",Cross-Category,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Disabilities (PI4341). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,
PI9973,Earnings of Distributor Individuals: Peri-urban,Value of payments made by the organization to individuals residing in peri-urban areas who sold goods or services to the organization during the reporting period.,Organizations should footnote all assumptions used.,,This metric is intended to capture how organizations support the livelihoods of individuals residing in peri-urban areas through their supply chains.,Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Peri-urban (PI9973). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,
PI3962,Earnings of Distributor Individuals: Poor,Earnings of poor individual distributors as a result of selling the organization’s products/services during the reporting period.,"Organizations should footnote all assumptions used, including details on the assessment tools used to identify the poverty level of distributors. See usage guidance for further information.",,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual poor distributors, a measure of how organizations support the livelihoods of individuals living in poverty through their distribution chains.

Because assessing the poverty level of stakeholders is complex, organizations will likely have to use specific assessment tools to accurately report on this metric. See the glossary definition for additional information on commonly used tools to help determine the absolute poverty level of individuals and households.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Poor (PI3962). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,
PI8943,Earnings of Distributor Individuals: Rural,Earnings of individual distributors residing in rural areas as a result of selling the organization’s products/services during the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual rural distributors, a measure of how organizations support the livelihoods of rural individuals through their distribution chains.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Rural (PI8943). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,
PI4881,Earnings of Distributor Individuals: Total,Earnings of individual distributors as a result of selling the organization’s products/services during the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual distributors, a measure of how organizations support the livelihoods of individuals through their distribution chains. Organizations wishing to report on earnings paid to distributor organizations should instead use Earnings of Distributor Organizations: Total (PI6218) and its associated submetrics.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Total (PI4881). v5.2.",Metric,,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
PI9676,Earnings of Distributor Individuals: Urban,Earnings of individual distributors residing in urban areas as a result of selling the organization’s products/services during the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual urban distributors, a measure of how organizations support the livelihoods of urban individuals through their distribution chains.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Urban (PI9676). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,
PI5391,Earnings of Distributor Individuals: Very Poor,Earnings of very poor individual distributors as a result of selling the organization’s products/services during the reporting period.,"Organizations should footnote all assumptions used, including details on the assessment tools used to identify the poverty level of distributors. See usage guidance for further information.",,"This metric is intended to capture the total gross margin earned by, or commission paid to, individual very poor distributors, a measure of how organizations support the livelihoods of individuals living in poverty through their distribution chains.

Because assessing the poverty level of stakeholders is complex, organizations will likely have to use specific assessment tools to accurately report on this metric. See the glossary definition for additional information on commonly used tools to help determine the absolute poverty level of individuals and households.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Individuals: Very Poor (PI5391). v5.2.",Submetric,PI4881,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,
PI8021,Earnings of Distributor Organizations: Microenterprises,Earnings of microenterprise distributors as a result of selling the organization’s products/services during the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the earnings, during the reporting period, of microenterprises that sell the organization’s products or services, either to other distributors (wholesale) or to end clients (retail). Distributors counted under this metric need not exclusively sell the organization’s products or services.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Organizations: Microenterprises (PI8021). v5.2.",Submetric,PI6218,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,X,,,,,,,,,
PI2888,Earnings of Distributor Organizations: SME,Earnings of distributors that are small and medium-sized enterprises (SME) as a result of selling the organization’s products/services during the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the earnings, during the reporting period, of small and medium-sized enterprises (SMEs) that sold the organization’s products or services, either to other distributors (wholesale) or to end clients (retail). Distributors counted under this metric need not exclusively sell the organization’s products or services.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Organizations: SME (PI2888). v5.2.",Submetric,PI6218,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,
PI6218,Earnings of Distributor Organizations: Total,Earnings of distributor enterprises as a result of selling the organization’s products/services during the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the earnings, during the reporting period, of all distributors that sell the organization’s products or services either to other distributors (wholesale) or to end clients (retail). Distributors counted under this metric need not exclusively sell the organization’s products or services.

Direct employees who distribute the organization’s goods or services should be considered employees, not distributors.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Product Impact,Distributor Information,"IRIS, 2021. Earnings of Distributor Organizations: Total (PI6218). v5.2.",Metric,,"Product/Service, Organization",Flow,Reporting Currency (OD5990),,X,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
FP3673,EBIT,"Value of the organization's net income before interest and taxes during the reporting period.

EBIT signifies Earnings Before Interest and Taxes.",,,This metric is intended to capture the organization’s net income before interest and taxes during the reporting period. ,Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Financial Performance,Income Statement,"IRIS, 2021. EBIT (FP3673). v5.2.",Metric,,Organization,Flow,Reporting Currency (OD5990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
FP1657,EBITDA,"Value of the organization's net income before interest, taxes, depreciation, and amortization during the reporting period.

EBITDA signifies Earnings Before Interest, Taxes, Depreciation, and Amortization.",,,"This metric is intended to capture the organization’s net income before interest, taxes, depreciation, and amortization during the reporting period, a common measure of business health that normalizes for capital structure (that is, independent of the ratio of debt to equity).  ",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Financial Performance,Income Statement,"IRIS, 2021. EBITDA (FP1657). v5.2.",Metric,,Organization,Flow,Reporting Currency (OD5990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
PI9556,Ecological Restoration Management Area,"Area of land under management for ecological restoration during the reporting period, whether directly or indirectly controlled by the organization.","Organizations should footnote all assumptions used, as well as relevant ecological restoration activities undertaken during the reporting period.",,"This metric is intended to capture the entire area of land under ecological restoration during the reporting period, not just any additional area of land that began restoration during the reporting period.

Organizations are encouraged to report this metric in conjunction with Land Directly Controlled: Total (OI5408) and Land Indirectly Controlled: Total (PI3789).

Effective management of biodiversity restoration and conservation requires clearly defining which areas are under management, as  the scale and connectivity of the areas may affect which management measures are required.

Organizations should consider the types of land use adjacent to the managed area concerned, as the effects of land use may extend into protected areas. Organizations should footnote details on the key measures, methods, and targets used in managing restoration, including surface, species, habitat types, vegetation types, and relief. Organizations are encouraged to perform detailed inventories of relevant data, linked to specific, persistent sampling locations through GPS and GIS software. Organizations are also encouraged to link existing maps and remote sensing data to these data on biotic and abiotic factors in the area.",Land,,,,,,,,,X,X,,,,,,,,,X,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,X,,Product Impact,Quality & Performance,"IRIS, 2021. Ecological Restoration Management Area (PI9556). v5.2.",Metric,,"Product/Service, Organization",Flow,Unit of Measure (PD1602),,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
